,0
951,210.01344
952,198.47142
953,200.51173
954,158.373
955,97.15494
956,45.01812
957,41.651207
958,14.489061
959,1.1598388
960,25.798866
961,15.738151
962,27.45576
963,91.255424
964,102.855255
965,98.31501
966,103.206345
967,99.35336
968,77.62451
969,69.06842
970,79.375046
971,86.79799
972,82.073654
973,74.76395
974,91.27804
975,74.99715
976,101.917404
977,60.561893
978,56.469753
979,78.92738
980,59.790943
981,28.361311
982,16.69404
983,15.348733
984,4.672311
985,21.147394
986,75.05674
987,135.77985
988,229.48804
989,82.13195
990,76.47178
991,61.39098
992,64.46476
993,70.54451
994,90.39225
995,78.66191
996,83.34804
997,68.2074
998,65.007324
999,100.36932
1000,58.287643
1001,67.14749
1002,54.748596
1003,40.47011
1004,26.446156
1005,51.945496
1006,26.073362
1007,1.2350261
1008,29.644735
1009,28.383034
1010,103.63293
1011,186.58206
1012,280.34338
1013,166.57747
1014,130.09273
1015,109.952324
1016,137.3694
1017,106.05197
1018,100.78207
1019,123.15103
1020,106.92227
1021,94.68874
1022,94.663155
1023,131.66974
1024,63.703617
1025,66.743706
1026,52.54815
1027,41.281506
1028,38.89832
1029,40.089252
1030,12.438931
1031,17.187439
1032,17.916346
1033,87.64785
1034,82.15353
1035,126.13559
1036,156.86014
1037,72.37014
1038,70.46614
1039,70.22411
1040,60.708733
1041,74.54242
1042,92.74186
1043,79.9329
1044,95.8643
1045,89.01883
1046,83.88412
1047,61.16888
1048,79.53993
1049,64.49957
1050,57.607067
1051,32.01851
1052,30.600979
1053,5.6724815
1054,64.13625
1055,272.45435
1056,443.5035
1057,335.0147
1058,309.23117
1059,313.77023
1060,334.58716
1061,172.5452
1062,259.1111
1063,305.79007
1064,239.48912
1065,182.19258
1066,126.76725
1067,369.36252
1068,272.46286
1069,274.19547
1070,284.6479
1071,172.12218
1072,85.09495
1073,5.3592634
1074,106.791725
1075,0.10277569
1076,47.254093
1077,58.901894
1078,126.641716
1079,332.0215
1080,407.90262
1081,369.28122
1082,363.08945
1083,324.5448
1084,369.41592
1085,332.12665
1086,300.51746
1087,269.329
1088,246.5177
1089,308.83646
1090,304.95993
1091,377.40533
1092,320.3168
1093,267.8766
1094,189.25166
1095,145.9744
1096,82.0263
1097,73.81598
1098,74.97258
1099,23.488789
1100,2.8025565
1101,62.749714
1102,117.25039
1103,354.20285
1104,392.83688
1105,405.73727
1106,356.79953
1107,345.4307
1108,308.33936
1109,303.27646
1110,306.3402
1111,276.63043
1112,290.88632
1113,310.5137
1114,272.94656
1115,355.49957
1116,323.49637
1117,277.56198
1118,222.29936
1119,133.12889
1120,74.7562
1121,61.179005
1122,48.69075
1123,25.483356
1124,36.020702
1125,54.49673
1126,116.033104
1127,328.18466
1128,423.43863
1129,363.59448
1130,350.90857
1131,350.2222
1132,313.70523
1133,282.3027
1134,287.00674
1135,290.80054
1136,252.47728
1137,297.3967
1138,351.37717
1139,344.81412
1140,315.02982
1141,279.2491
1142,206.42859
1143,148.59535
1144,90.86602
1145,55.083717
1146,61.387535
1147,28.672379
1148,33.410248
1149,73.88678
1150,85.31312
1151,373.41977
1152,395.73715
1153,408.96396
1154,348.2456
1155,329.9751
1156,297.79312
1157,314.80795
1158,281.98294
1159,307.6078
1160,303.2724
1161,294.96835
1162,277.8979
1163,299.8591
1164,274.30872
1165,249.99886
1166,233.21446
1167,196.42969
1168,106.43051
1169,57.539997
1170,102.7184
1171,20.57467
1172,26.437435
1173,40.83534
1174,110.38808
1175,270.6699
1176,207.75034
1177,218.4318
1178,258.1805
1179,247.42628
1180,246.6543
1181,211.44397
1182,213.05515
1183,207.8072
1184,181.44005
1185,186.10123
1186,211.15347
1187,187.5585
1188,201.94893
1189,145.44508
1190,101.8936
1191,54.957535
1192,51.60622
1193,53.5121
1194,20.355717
1195,14.563733
1196,36.502605
1197,20.678988
1198,93.96444
1199,128.58995
1200,106.134834
1201,132.18944
1202,102.47995
1203,85.72646
1204,75.20978
1205,77.98077
1206,95.325935
1207,115.78924
1208,101.04651
1209,76.68912
1210,108.101585
1211,77.30326
1212,47.987457
1213,81.430855
1214,70.13697
1215,-4.4182153
1216,81.647766
1217,51.33659
1218,12.932774
1219,16.065916
1220,42.313293
1221,328.76944
1222,483.15503
1223,358.22495
1224,268.88
1225,253.83687
1226,266.93628
1227,245.18153
1228,242.67552
1229,269.85284
1230,266.21082
1231,218.71468
1232,218.04951
1233,267.07715
1234,255.87877
1235,301.4134
1236,292.9244
1237,175.9284
1238,67.72361
1239,10.541878
1240,70.060524
1241,-10.542209
1242,29.307999
1243,49.97103
1244,157.4102
1245,331.60706
1246,387.6642
1247,395.78192
1248,364.00403
1249,335.21207
1250,296.4532
1251,303.193
1252,273.8095
1253,323.3717
1254,287.72412
1255,277.16223
1256,300.72595
1257,322.3855
1258,343.18967
1259,305.8373
1260,237.595
1261,143.62175
1262,79.58746
1263,47.227734
1264,64.637375
1265,11.291619
1266,31.91101
1267,70.29815
1268,113.6286
1269,335.7156
1270,426.72293
1271,373.36633
1272,346.72906
1273,338.71533
1274,314.87045
1275,311.29364
1276,302.269
1277,301.86102
1278,303.43787
1279,275.64862
1280,273.74478
1281,341.7892
1282,325.20016
1283,277.78775
1284,227.70413
1285,128.31604
1286,76.81166
1287,46.92416
1288,83.8234
1289,30.89196
1290,50.16205
1291,66.76754
1292,99.180405
1293,324.32562
1294,390.55856
1295,382.72467
1296,351.66373
1297,343.45514
1298,311.2237
1299,297.8092
1300,306.31665
1301,298.78412
1302,257.58408
1303,264.885
1304,280.51468
1305,300.085
1306,318.0786
1307,270.41537
1308,227.03535
1309,145.75607
1310,97.00346
1311,74.89493
1312,68.39081
1313,27.899725
1314,35.007122
1315,53.00357
1316,125.117836
1317,339.42358
1318,399.54382
1319,371.7879
1320,326.0137
1321,357.34494
1322,323.52545
1323,319.99823
1324,299.427
1325,294.2085
1326,230.66542
1327,226.14406
1328,295.2116
1329,288.8162
1330,285.28983
1331,277.22714
1332,227.32887
1333,152.89096
1334,122.93917
1335,58.464108
1336,73.67625
1337,30.118416
1338,39.96595
1339,60.775112
1340,104.76777
1341,238.01927
1342,202.60721
1343,183.79562
1344,235.60765
1345,233.44507
1346,213.70471
1347,197.95105
1348,180.39563
1349,177.61812
1350,168.93437
1351,139.52048
1352,171.98679
1353,187.4517
1354,181.12108
1355,135.36934
1356,81.68822
1357,78.362724
1358,49.51145
1359,63.141125
1360,34.572285
1361,6.8021035
1362,31.047876
1363,29.088493
1364,66.276184
1365,89.89134
1366,73.40628
1367,84.66462
1368,117.90114
1369,62.97144
1370,84.81363
1371,80.15672
1372,76.405495
1373,74.81961
1374,76.66265
1375,43.646576
1376,109.81435
1377,86.69452
1378,79.99629
1379,54.428238
1380,93.99065
1381,70.98727
1382,45.784363
1383,56.858425
1384,52.12118
1385,12.241026
1386,23.347294
1387,57.359478
1388,123.065544
1389,335.48596
1390,354.37656
1391,274.0322
1392,282.05203
1393,229.1909
1394,305.35437
1395,249.29747
1396,262.97214
1397,251.06061
1398,292.68466
1399,252.98094
1400,274.2559
1401,301.58005
1402,263.78815
1403,205.29271
1404,135.59177
1405,54.023846
1406,44.670902
1407,92.45842
1408,66.76505
1409,28.860321
1410,28.865223
1411,75.659355
1412,158.06148
1413,323.16174
1414,352.23877
1415,350.81927
1416,343.55396
1417,293.80276
1418,307.7332
1419,330.7127
1420,310.47708
1421,278.4662
1422,270.2373
1423,276.5719
1424,267.52307
1425,273.2853
1426,273.07645
1427,195.65974
1428,167.5924
1429,119.996
1430,97.537094
1431,26.921738
1432,19.063375
1433,31.024536
1434,41.230473
1435,54.900608
1436,136.02472
1437,364.0086
1438,341.2504
1439,344.55246
1440,304.28592
1441,310.1473
1442,301.93375
1443,261.4887
1444,262.59586
1445,330.83252
1446,286.0336
1447,304.56894
1448,309.57336
1449,339.91864
1450,312.9066
1451,297.23914
1452,231.32152
1453,146.64868
1454,85.327255
1455,-22.846996
1456,118.04858
1457,36.875916
1458,38.444157
1459,66.9133
1460,159.63539
1461,357.92944
1462,386.0015
1463,341.4455
1464,341.2949
1465,295.01273
1466,335.12997
1467,358.11795
1468,307.78397
1469,293.80878
1470,271.1665
1471,306.39456
1472,327.15833
1473,353.26685
1474,300.99576
1475,279.93356
1476,218.02783
1477,153.40384
1478,91.82864
1479,57.687157
1480,78.33521
1481,16.886618
1482,47.08267
1483,66.10307
1484,153.98746
1485,360.03574
1486,371.24747
1487,391.97208
1488,367.0162
1489,357.89505
1490,317.03076
1491,310.92227
1492,267.67212
1493,272.00397
1494,289.03207
1495,267.20627
1496,248.41457
1497,264.5718
1498,258.99136
1499,232.71591
1500,194.99051
1501,156.57576
1502,135.59167
1503,49.358273
1504,35.38174
1505,22.535368
1506,43.21327
1507,58.6031
1508,174.67094
1509,286.11456
1510,251.36299
1511,265.3397
1512,279.90915
1513,241.47643
1514,211.73769
1515,204.0421
1516,213.43028
1517,190.12148
1518,154.4116
1519,176.55818
1520,192.94977
1521,182.08345
1522,162.7822
1523,131.20853
1524,88.6101
1525,72.938675
1526,21.06766
1527,81.63054
1528,146.13435
1529,52.03068
1530,133.57475
1531,129.12582
1532,127.62982
1533,101.178474
1534,111.01714
1535,103.9165
1536,101.261345
1537,103.39198
1538,109.648254
1539,84.60633
1540,70.471756
1541,84.271614
1542,90.247505
1543,60.640297
1544,54.160706
1545,33.835438
1546,31.21056
1547,30.164492
1548,60.48369
1549,247.28589
1550,431.49564
1551,263.09152
1552,236.15584
1553,216.3435
1554,227.79605
1555,193.97195
1556,215.41531
1557,237.27856
1558,175.5293
1559,209.23187
1560,204.98
1561,258.31226
1562,205.63521
1563,262.3786
1564,258.7368
1565,183.85605
1566,98.984726
1567,77.05385
1568,47.14704
1569,33.947517
1570,54.821777
1571,70.27225
1572,287.17096
1573,426.21353
1574,240.73433
1575,264.51834
1576,269.95505
1577,234.43399
1578,201.24112
1579,230.0909
1580,225.44412
1581,251.41307
1582,230.866
1583,227.03482
1584,259.08377
1585,296.34192
1586,300.36835
1587,275.64944
1588,193.7682
1589,106.354935
1590,48.015095
1591,35.908
1592,40.853844
1593,49.091946
1594,46.490993
1595,268.15744
1596,427.1611
1597,271.25363
1598,295.81995
1599,253.36014
1600,234.11089
1601,202.85567
1602,208.33443
1603,219.98984
1604,164.86472
1605,246.75797
1606,267.05292
1607,293.69342
1608,301.74118
1609,313.7176
1610,287.26407
1611,190.77522
1612,115.241905
1613,64.216194
1614,77.66386
1615,32.27844
1616,72.84285
1617,81.574356
1618,134.96513
1619,287.23053
1620,357.0158
1621,313.87363
1622,276.18414
1623,291.80325
1624,262.70584
1625,272.81058
1626,233.33583
1627,256.62265
1628,271.069
1629,297.2832
1630,278.185
1631,305.42877
1632,294.08466
1633,280.0039
1634,222.29066
1635,154.26707
1636,102.73073
1637,82.27474
1638,67.056725
1639,60.08553
1640,45.785976
1641,61.224762
1642,120.96244
1643,311.50717
1644,362.5722
1645,317.41022
1646,272.86328
1647,300.73523
1648,276.82333
1649,246.19724
1650,253.31328
1651,289.4153
1652,267.84326
1653,277.49066
1654,255.48021
1655,302.06592
1656,263.65546
1657,262.3375
1658,227.05295
1659,216.27997
1660,166.24487
1661,102.95833
1662,62.472378
1663,41.9351
1664,47.713013
1665,22.80981
1666,82.21687
1667,185.97633
1668,166.26952
1669,204.2861
1670,250.0841
1671,221.37123
1672,210.54268
1673,220.73003
1674,239.21965
1675,189.61087
1676,202.60559
1677,189.71286
1678,209.1773
1679,183.64682
1680,206.37518
1681,163.7958
1682,136.95778
1683,80.94138
1684,54.122658
1685,44.045
1686,52.4274
1687,31.012228
1688,8.666174
1689,32.58459
1690,33.412804
1691,73.175446
1692,75.96437
1693,129.83488
1694,118.801346
1695,89.15919
1696,79.39817
1697,101.97167
1698,74.18142
1699,101.09728
1700,86.972374
1701,130.54675
1702,114.10119
1703,103.53719
1704,98.42147
1705,62.150776
1706,74.51122
1707,96.59902
1708,99.194466
1709,52.07535
1710,39.85394
1711,19.796171
1712,6.360891
1713,47.291073
1714,100.083466
1715,306.66437
1716,444.62894
1717,316.63382
1718,258.62396
1719,260.73453
1720,209.73177
1721,233.70528
1722,261.1869
1723,238.72285
1724,250.32571
1725,245.49475
1726,295.49164
1727,275.63232
1728,257.85806
1729,287.38437
1730,259.6152
1731,180.43513
1732,86.90319
1733,68.515816
1734,77.90832
1735,13.374537
1736,44.18937
1737,81.762955
1738,150.74863
1739,338.95444
1740,404.09692
1741,369.17126
1742,337.84937
1743,307.03375
1744,329.15616
1745,289.19077
1746,272.84476
1747,330.0594
1748,285.45392
1749,320.99994
1750,303.8479
1751,357.88647
1752,311.31567
1753,274.5365
1754,230.43156
1755,158.84033
1756,106.367256
1757,60.09935
1758,57.466568
1759,42.229668
1760,49.069637
1761,38.376785
1762,179.74403
1763,502.4081
1764,365.15677
1765,331.75565
1766,364.334
1767,298.42075
1768,264.8032
1769,274.59128
1770,127.26417
1771,161.93349
1772,296.7111
1773,324.10434
1774,315.0916
1775,303.37518
1776,317.04486
1777,273.478
1778,183.54861
1779,91.944595
1780,55.363846
1781,79.640076
1782,21.519886
1783,25.473286
1784,51.410587
1785,91.759285
1786,219.34169
1787,411.30453
1788,356.88864
1789,320.56036
1790,305.6539
1791,306.91867
1792,214.68228
1793,241.25398
1794,302.45947
1795,239.11063
1796,263.38596
1797,284.309
1798,325.2697
1799,304.83304
1800,271.955
1801,253.97382
1802,183.60968
1803,105.279564
1804,87.38206
1805,61.176308
1806,48.47375
1807,32.1924
1808,64.29289
1809,80.16837
1810,414.08963
1811,362.81308
1812,333.3495
1813,206.77892
1814,353.5548
1815,300.97827
1816,263.18484
1817,231.33435
1818,297.46945
1819,251.08629
1820,257.12717
1821,289.99185
1822,290.4423
1823,276.52182
1824,321.39798
1825,236.31926
1826,191.6846
1827,150.1887
1828,102.972755
1829,63.32237
1830,30.623945
1831,55.978363
1832,49.683018
1833,96.647995
1834,127.37946
1835,193.41148
1836,155.1325
1837,338.50446
1838,255.35497
1839,195.27174
1840,215.55325
1841,213.34723
1842,197.379
1843,183.8209
1844,185.81847
1845,190.62573
1846,185.80424
1847,184.67953
1848,145.25879
1849,108.21115
1850,84.0908
1851,61.470074
1852,47.466278
1853,41.844425
1854,10.838559
1855,9.957235
1856,15.1404
1857,45.91012
1858,92.687004
1859,53.60109
1860,118.25948
1861,122.902534
1862,86.19967
1863,86.77802
1864,85.888084
1865,105.02481
1866,90.526375
1867,93.0813
1868,108.43346
1869,105.50984
1870,93.52272
1871,99.63187
1872,80.02642
1873,83.35883
