,0
429,30.102678
430,32.426586
431,27.702541
432,53.8811
433,111.26859
434,353.84995
435,422.10623
436,397.2753
437,339.1636
438,336.1333
439,328.5362
440,301.30515
441,278.3417
442,297.04926
443,250.31595
444,182.20581
445,248.69333
446,341.87674
447,312.0997
448,295.59784
449,208.3093
450,106.54031
451,66.6276
452,66.239655
453,41.349533
454,38.4931
455,36.784157
456,55.145176
457,120.7429
458,384.97202
459,421.4908
460,395.40918
461,378.1768
462,354.72495
463,314.76044
464,283.3853
465,252.19571
466,259.04532
467,213.70905
468,266.32193
469,188.62112
470,265.82724
471,305.48108
472,252.42662
473,215.36075
474,180.28903
475,126.54139
476,65.63665
477,40.04272
478,31.155941
479,29.36585
480,43.24599
481,79.218605
482,130.00356
483,211.82448
484,270.07553
485,240.41402
486,217.94809
487,174.36314
488,183.12788
489,190.16182
490,169.30151
491,158.8297
492,164.44365
493,183.08955
494,194.68478
495,194.97581
496,159.02246
497,98.8827
498,57.320694
499,45.61992
500,74.44424
501,32.163506
502,20.890558
503,21.189997
504,21.86174
505,41.277954
506,53.084324
507,67.46719
508,86.51547
509,97.107254
510,91.42445
511,78.49409
512,70.45541
513,72.42138
514,82.343544
515,85.25546
516,90.09759
517,95.60293
518,81.123795
519,67.87141
520,65.90813
521,54.637745
522,58.04906
523,53.122818
524,56.2539
525,39.783157
526,50.308228
527,40.417854
528,68.554016
529,145.62872
530,370.2397
531,392.18506
532,340.18777
533,287.73645
534,289.07474
535,276.16824
536,253.41455
537,246.74847
538,239.96915
539,197.55028
540,214.7682
541,232.64684
542,274.20193
543,306.4377
544,262.73215
545,177.72072
546,142.0324
547,120.73211
548,73.00801
549,50.54814
550,43.01742
551,32.36655
552,58.74594
553,118.61701
554,354.53586
555,372.59854
556,336.12903
557,312.49268
558,295.39435
559,288.232
560,279.18008
561,279.4013
562,249.48073
563,240.70963
564,244.75865
565,263.44598
566,306.48773
567,302.9609
568,254.03665
569,178.6484
570,146.08566
571,98.23511
572,74.91893
573,60.27429
574,43.56787
575,35.368828
576,50.379917
577,105.25023
578,340.0249
579,375.06927
580,348.9994
581,303.74237
582,297.20023
583,287.6954
584,274.74356
585,281.2756
586,276.60654
587,244.87056
588,248.66054
589,287.81485
590,322.35504
591,304.32938
592,272.23203
593,193.70139
594,139.58565
595,102.17048
